rowid,uni_name,major,degree,season,decision,decision_method,decision_date,decision_timestamp,ugrad_gpa,gre_verbal,gre_quant,gre_writing,is_new_gre,gre_subject,status,post_data,post_timestamp,comments
6288,Rutgers University,CS,MS,F14,Accepted,E-mail,31-03-2014,1396238400,3.2,151,168,3.5,TRUE,,International,1/4/14,1396324800,"This is the best school that offered me admission so far : ). But without financial support, there's little chance that i will go : (. They just don't give TA and RA to Master students."
6291,"University Of Michigan, Ann Arbor (UMich)",CS,PhD,F14,Rejected,E-mail,4-Jan-14,1396324800,3.74,155,164,3,TRUE,,International,1/4/14,1396324800,
6293,"University Of Colorado, Boulder",CS,PhD,F14,Rejected,E-mail,31-03-2014,1396238400,3.4,157,164,5.5,TRUE,,American,1/4/14,1396324800,3 years of research along with this.
6295,"University Of Colorado, Boulder",CS,PhD,F14,Rejected,E-mail,31-03-2014,1396238400,3.7,155,163,4,TRUE,,International with US Degree,31-03-2014,1396238400,"Same fate with the guy below me. Rejected from PhD, but accepted to MS program with one-time $300 fellowship"
6296,"University Of Colorado, Boulder",CS,PhD,F14,Rejected,E-mail,31-03-2014,1396238400,3.85,160,152,5.5,TRUE,,American,31-03-2014,1396238400,Offered a spot in the MS program with a $300 one time fellowship.
6302,Cornell University,CS,PhD,F14,Rejected,E-mail,31-03-2014,1396238400,4,162,170,4,TRUE,,American,31-03-2014,1396238400,"Politely asked for the status of my application since it was getting near the end of admit season, got an email the following day apologizing for the wait and that I have been declined admission."
6303,Duke University,CS,MS,F14,Accepted,E-mail,31-03-2014,1396238400,3.25,159,168,4.5,TRUE,,American,31-03-2014,1396238400,Attended for undergraduate. Double Major. 2 years industry experience (internships)
6305,Tsinghua University,ECE,PhD,F14,Accepted,Phone,31-03-2014,1396238400,3.5,160,169,4,TRUE,,American,31-03-2014,1396238400,Excited!
6306,Dartmouth College,CS,MS,F14,Accepted,E-mail,31-03-2014,1396238400,3.61,158,163,4,TRUE,,American,31-03-2014,1396238400,2 years relevant experience and 6 months of research. Accepted via email WITH 50% tuition aid. I am so grateful for this offer. Ivy is my dream.
6308,SUNY Stony Brook,CS,PhD,F14,Accepted,E-mail,3-Oct-14,1394424000,3.5,153,162,4.5,TRUE,,International,31-03-2014,1396238400,"Full tuition waiver + TA + Summer RA. Still waiting for others, though."
6312,Columbia University,CS,MS,F14,Accepted,E-mail,28-03-2014,1395979200,3.52,158,163,3,TRUE,,International,31-03-2014,1396238400,
6313,Tufts University,CS,MS,F14,Accepted,E-mail,31-03-2014,1396238400,3.28,164,166,4.5,TRUE,,American,31-03-2014,1396238400,Good recs from industry. Unique resume / portfolio
6315,Stanford University,CS,MS,F14,Rejected,E-mail,3-Oct-14,1394424000,3.75,165,160,4.5,TRUE,,International with US Degree,31-03-2014,1396238400,"Bachelors degree in Molecular Biology. Two years work experience and extensive research in biology. No computer science classes, but some programming work experience."
6316,"University Of California, Davis (UCD)",CS,MS,F14,Accepted,E-mail,31-03-2014,1396238400,3.75,165,160,4.5,TRUE,,International with US Degree,31-03-2014,1396238400,"Bachelors degree in Molecular Biology. Two years work experience and extensive research in biology. No computer science classes, but some programming work experience."
6318,Johns Hopkins University (JHU),CS,PhD,F14,Accepted,E-mail,28-03-2014,1395979200,3.35,168,154,4,TRUE,,International,31-03-2014,1396238400,"2 papers; 1 LoR from CMU.

3 successive Skype interviews."
6319,Carnegie Mellon University (CMU),HCI,MS,F14,Accepted,E-mail,3-Jun-14,1394082000,3.4,167,162,4,TRUE,,American,31-03-2014,1396238400,Worked in user research and tech before applying. Experience at a small startup. Undergrad at a top liberal arts school. No papers published.
6322,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,28-03-2014,1395979200,3.86,170,164,4.5,TRUE,,American,30-03-2014,1396152000,
6323,"University Of California, Santa Barbara (UCSB)",CS,MS,F14,Rejected,E-mail,28-03-2014,1395979200,3.3,152,169,4,TRUE,,International,30-03-2014,1396152000,
6326,Carnegie Mellon University (CMU),ECE,MS,F14,Accepted,E-mail,30-03-2014,1396152000,3.5,147,163,4,TRUE,,American,30-03-2014,1396152000,yaayyy..comfused amongst CMU and columbia now ;/
6327,Columbia University,CS,MS,F14,Accepted,E-mail,29-03-2014,1396065600,3.73,163,164,4.5,TRUE,,International,30-03-2014,1396152000,3 international papers; 1 teaching assistantship; several projects; 4 strong recommendations
6329,Northeastern University,CS,PhD,F14,Accepted,Postal Service,2-Oct-14,1392008400,3.2,156,166,4,TRUE,,International,30-03-2014,1396152000,"Awarded Dean's Fellowship. Have a good grad gpa and published a couple of papers in reputed conferences like ICRA, MSC, etc."
6330,"University Of California, Davis (UCD)",CS,MS,F14,Accepted,Phone,29-03-2014,1396065600,3.5,134,163,3,TRUE,,American,29-03-2014,1396065600,Really excited
6331,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Rejected,E-mail,29-03-2014,1396065600,3.9,159,170,4,TRUE,,International,29-03-2014,1396065600,"Mailed them asking them about the results, got a reply saying I've got a reject. The mail says I am among the strong students who haven't got admission :P"
6332,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,29-03-2014,1396065600,3.2,151,167,3.5,TRUE,,International,29-03-2014,1396065600,Hmmm..Expected...I'm going to CMU INI for sure now!
6333,"University Of California, San Diego (UCSD)",CS,MS,F14,Accepted,E-mail,26-03-2014,1395806400,3.24,147,159,4,TRUE,,International with US Degree,29-03-2014,1396065600,
6334,Cornell Tech,CS,MS,F14,Accepted,E-mail,3-Mar-14,1393822800,3.53,163,158,4.5,TRUE,,American,29-03-2014,1396065600,For MEng in CS.
6335,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,29-03-2014,1396065600,3.02,160,168,4,TRUE,,International,29-03-2014,1396065600,"Bachelor's in EE, fair GPA, good TOEFL & GRE, Teaching Experience, No Research Experience"
6336,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,28-03-2014,1395979200,3.85,158,170,4,TRUE,,International,29-03-2014,1396065600,
6337,"University Of Illinois, Urbana-Champaign (UIUC)",CS,PhD,F14,Accepted,E-mail,21-03-2014,1395374400,3.8,141,168,3,TRUE,,International,29-03-2014,1396065600,BS at University of Tehran
6339,Columbia University,CS,PhD,F14,Rejected,E-mail,29-03-2014,1396065600,3.8,153,166,,TRUE,,International,29-03-2014,1396065600,Decided to go to Cornell anyway. Declined to be considered for MS.
6340,Oregon State University,CS,PhD,F14,Rejected,E-mail,29-03-2014,1396065600,3.43,145,160,3.5,TRUE,,International,29-03-2014,1396065600,6 international conference papers. 2 journals. No specific reason.
6341,Oregon State University,CS,PhD,F14,Rejected,E-mail,29-03-2014,1396065600,3.43,145,160,3.5,TRUE,,International,29-03-2014,1396065600,6 international conference papers. 2 journals. No specific reason.
6343,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,29-03-2014,1396065600,3.89,161,157,4,TRUE,,International,29-03-2014,1396065600,9 percent acceptance rate.  I knew it was just a try for me. :(
6344,Oregon State University,CS,PhD,F14,Rejected,E-mail,29-03-2014,1396065600,3.77,159,164,4.5,TRUE,,International,29-03-2014,1396065600,No clear reason given!
6346,Florida Atlantic University (FAU),CS,PhD,F14,Accepted,E-mail,29-03-2014,1396065600,3.4,162,163,,TRUE,,American,29-03-2014,1396065600,"masters colorado state 4.0 gpa

Was notified in under 1 week from processing my applicaiton"
6347,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,29-03-2014,1396065600,3.6,153,167,4,TRUE,,International,29-03-2014,1396065600,it was a long shot. only 9% acceptance rate this year.
6358,Nothwestern University,CS,PhD,F14,Rejected,E-mail,28-03-2014,1395979200,3.92,160,170,,TRUE,,American,28-03-2014,1395979200,
6359,Georgia Institute Of Technology (GTech),CS,MS,F14,Accepted,E-mail,28-03-2014,1395979200,3.8,157,166,4,TRUE,,International,28-03-2014,1395979200,
6361,Georgia Institute Of Technology (GTech),CS,MS,F14,Accepted,E-mail,28-03-2014,1395979200,3.8,166,157,4,TRUE,,International,28-03-2014,1395979200,"Un-freaking-believable, my first choice."
6363,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,28-03-2014,1395979200,3.52,146,170,3,TRUE,,International with US Degree,28-03-2014,1395979200,9% rate...I just had a try..
6365,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,28-03-2014,1395979200,4,161,163,4,TRUE,,International,28-03-2014,1395979200,"Undergrad topper, 2 papers (second author), strong LoRs, 2+ years R & D experience in area of interest."
6367,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,28-03-2014,1395979200,3.9,159,170,,TRUE,,International,28-03-2014,1395979200,
6369,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Rejected,E-mail,28-03-2014,1395979200,3.42,162,165,4,TRUE,,American,28-03-2014,1395979200,"1 conference publication, 1 senior thesis research, several personal projects, 3 years work experience at Microsoft. Strong LoR. Top four CS undergrad."
6370,"University Of California, Irvine (UCI)",CS,MS,F14,Accepted,E-mail,28-03-2014,1395979200,3.73,163,170,4.5,TRUE,,International,28-03-2014,1395979200,
6371,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Accepted,E-mail,28-03-2014,1395979200,3.92,160,170,,TRUE,,American,28-03-2014,1395979200,Applied for PhD. First message received.
6378,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Accepted,E-mail,28-03-2014,1395979200,3.76,164,170,3.5,TRUE,,International,28-03-2014,1395979200,
6379,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Accepted,E-mail,28-03-2014,1395979200,3.63,166,168,4.5,TRUE,,American,28-03-2014,1395979200,non-CS undergrad
6383,"University Of Texas, Austin (UT Austin)",CS,MS,F14,Accepted,E-mail,28-03-2014,1395979200,3.66,154,167,4,TRUE,,International,28-03-2014,1395979200,
6386,Ohio State University (OSU),CS,PhD,F14,Accepted,E-mail,28-03-2014,1395979200,3.7,154,163,4,TRUE,,International with US Degree,28-03-2014,1395979200,without funding. Not sure if I'm going to attend.
6387,University Of Utah (UoU),ECE,PhD,F14,Rejected,E-mail,28-03-2014,1395979200,3.17,149,160,3,TRUE,740,International,28-03-2014,1395979200,"On My Birthday!!!!! :(((

Had 3 ISI journals!"
6388,Arizona State University (ASU),CS,MS,F14,Accepted,E-mail,28-03-2014,1395979200,3.3,161,168,4.5,TRUE,,International,28-03-2014,1395979200,
6391,Ohio State University (OSU),CS,PhD,F14,Accepted,E-mail,27-03-2014,1395892800,3.7,143,163,3,TRUE,,International,28-03-2014,1395979200,"without funding. 2 journal & 6 conference papers (not first-tier, two of them are first author). Low TOEFL (81 & 87) and GRE"
6395,Cornell University,ECE,PhD,F14,Accepted,E-mail,20-03-2014,1395288000,3.6,159,170,3,TRUE,,International,28-03-2014,1395979200,"To poster below: I am also admitted to CSL. Would you like to get in touch? I have started a thread in ""Waiting it out"" forum in the Forums section."
6400,Stanford University,CS,MS,F14,Accepted,E-mail,21-03-2014,1395374400,3.97,170,159,4.5,TRUE,,International with US Degree,28-03-2014,1395979200,Excited!
6404,Cornell University,ECE,MS,F14,Accepted,E-mail,27-03-2014,1395892800,3.65,164,164,,TRUE,,American,27-03-2014,1395892800,"MEng ECE - no funding, very expensive"
6409,"University Of California, San Diego (UCSD)",ECE,PhD,F14,Rejected,E-mail,27-03-2014,1395892800,3.5,167,160,3.5,TRUE,,American,27-03-2014,1395892800,"Rejected for Ph.D, recommended for MS program."
6411,"University Of California, Santa Barbara (UCSB)",CS,MS,F14,Rejected,Website,27-03-2014,1395892800,3.8,154,168,3.5,TRUE,,International,27-03-2014,1395892800,
6412,"University Of California, San Diego (UCSD)",ECE,PhD,F14,Rejected,E-mail,27-03-2014,1395892800,3.89,157,170,4,TRUE,,International,27-03-2014,1395892800,"Rejected for Ph.D, offered to consider for MS. program"
6416,"University Of Michigan, Ann Arbor (UMich)",CS,MS,F14,Rejected,E-mail,27-03-2014,1395892800,4,164,167,4.5,TRUE,,International,27-03-2014,1395892800,Not getting a single admit. Don't know what else I can do. My undergrad is from electrical and electronics. But I have over 4 years of relevant experience. I cant change my undergrad field!
6419,"Ohio State University, Columbus (OSU)",CS,PhD,F14,Accepted,E-mail,27-03-2014,1395892800,3.68,164,153,3,TRUE,,International,27-03-2014,1395892800,No funding. will not attend
6420,George Washington University (GWU),CS,PhD,F14,Accepted,Website,27-03-2014,1395892800,3.88,159,161,5,TRUE,,International,27-03-2014,1395892800,"E-mailed to check portal, funding info. to be sent within the next 2 weeks. Was encouraged to apply by a contacted POI whose work had been very helpful with my MSc thesis (that was the only contact)."
6421,Ohio State University (OSU),CS,PhD,F14,Accepted,E-mail,27-03-2014,1395892800,3.51,150,165,3.5,TRUE,,Other,27-03-2014,1395892800,"From LUMS, Pakistan. No Funding."
6422,Ohio State University (OSU),CS,PhD,F14,Accepted,E-mail,27-03-2014,1395892800,3.94,143,164,4,TRUE,,International,27-03-2014,1395892800,"No funding, will be very hard to me to join :("
6428,University Of Central Florida (UCF),CS,PhD,F14,Accepted,E-mail,2-Jun-14,1391662800,3.8,158,163,3.5,TRUE,,International with US Degree,27-03-2014,1395892800,any news on funding yet? what is going on ??
6429,Cornell University,CS,MS,F14,Accepted,E-mail,26-03-2014,1395806400,3.82,150,162,3.5,TRUE,,International,27-03-2014,1395892800,"M.Eng at Ithaca. Anna University undergrad, 2 pubs and ~3 years of related work experience."
6434,"University Of California, Davis (UCD)",CS,MS,F14,Accepted,E-mail,27-03-2014,1395892800,3.3,154,169,4,TRUE,,International,27-03-2014,1395892800,
6436,Cornell University,CS,MS,F14,Accepted,E-mail,26-03-2014,1395806400,3.86,158,170,4,TRUE,,International,27-03-2014,1395892800,M.Eng at Ithaca.
6439,Oregon State University,ECE,PhD,S14,Rejected,E-mail,26-03-2014,1395806400,3,163,168,4.5,TRUE,,American,27-03-2014,1395892800,"Email notification with specific explanation ""...You should, however, consider this as your official notification that your application to Oregon State University has not been accepted"""
6440,SUNY Buffalo,CS,PhD,F14,Rejected,E-mail,26-03-2014,1395806400,3.96,147,161,3.5,TRUE,,International,27-03-2014,1395892800,"This department is pathetic. On 20th March they send me official admission offer and on 26th I got email from Jill Fryzowski stating the admission letter was sent out in error. Now on very next day they send me the rejection letter . This is bizarre. Anyway, I have much better offer; so I give damn shit on your face."
6442,Cornell University,CS,MS,F14,Accepted,E-mail,26-03-2014,1395806400,3.9,162,166,4.5,TRUE,,International,26-03-2014,1395806400,M.Eng in CS (Ithaca)
6445,Florida Institute Of Technology,CS,PhD,F14,Accepted,E-mail,26-03-2014,1395806400,3.3,140,158,2.5,TRUE,,International,26-03-2014,1395806400,seems there is no funding :((.has any body offered RA? please let me know  aghli.nima@gmail.com
6450,"University Of California, San Diego (UCSD)",CS,MS,F14,Accepted,E-mail,25-03-2014,1395720000,3.72,167,167,4,TRUE,,American,26-03-2014,1395806400,"Very Happy.  Non CS undergrad, but 8 years experience in machine vision."
6451,"University Of California, Los Angeles (UCLA)",CS,MS,F14,Accepted,E-mail,21-03-2014,1395374400,3.93,164,164,5.5,TRUE,,American,26-03-2014,1395806400,YES!!!
6453,"University Of North Carolina, Chapel Hill (UNC)",CS,MS,F14,Accepted,E-mail,26-03-2014,1395806400,3,153,163,3,TRUE,,International,26-03-2014,1395806400,Work Exp 2 yrs in Ubisoft as a game programmer. Research Area Computer graphics . portfolio www.rohanchabra.com
6456,"University Of Texas, Austin (UT Austin)",ECE,PhD,F14,Accepted,E-mail,26-03-2014,1395806400,3.95,147,170,3.5,TRUE,,International,26-03-2014,1395806400,"From Sharif, Iran. CommNets track."
6457,"University Of California, San Diego (UCSD)",CS,MS,F14,Accepted,E-mail,26-03-2014,1395806400,3.28,170,163,5,TRUE,,American,26-03-2014,1395806400,"Undergraduate from a UC campus with a non-CS engineering major. This is my first acceptance after quite a few rejections (CMU, UIUC, Stanford,...). Pretty excited!"
6462,"University Of California, Santa Barbara (UCSB)",CS,MS,F14,Rejected,E-mail,26-03-2014,1395806400,3.88,152,164,2.5,TRUE,,International,26-03-2014,1395806400,GPA 3.88  GRE Q164 V152 AW2.5 research and teaching experience 1 year
6464,Georgia Institute Of Technology (GTech),CS,PhD,F14,Rejected,E-mail,26-03-2014,1395806400,3.77,159,164,4.5,TRUE,,International,26-03-2014,1395806400,Emailed to check the decision on the website.
6473,Cornell University,CS,PhD,F14,Rejected,E-mail,26-03-2014,1395806400,3.74,155,164,3,TRUE,,International,26-03-2014,1395806400,
6474,"University Of Texas, Austin (UT Austin)",ECE,PhD,F14,Rejected,Website,26-03-2014,1395806400,3.89,149,165,4,TRUE,,International with US Degree,26-03-2014,1395806400,No email. Just randomly checked the website.
6477,Brown University,CS,MS,F14,Rejected,E-mail,25-03-2014,1395720000,3.61,158,163,4,TRUE,,American,25-03-2014,1395720000,2 years relevant experience and 6 months of research.
6480,University Of Miami,ECE,MS,F14,Accepted,E-mail,25-03-2014,1395720000,3.9,153,160,5.5,TRUE,,International with US Degree,25-03-2014,1395720000,Got accepted with a 30% Merit Scholarship. Unfortunately the decision came too late and I have already accepted another offer.
